"回答日時","受付番号","回答ユーザ","第８回:キーワード①","第８回:キーワード②","第８回:キーワード③","第８回:キーワード④","第８回:キーワード⑤"
"2022/06/06 15:25","1289","24021813","様々な経験をして自分の長所などを分析する","学生時代に多くの人と関わり、ネットワークを広げる","失敗も経験のうちなのでいろんなことに挑戦する","直感を信じることも大切","学生時代になんでもいいので打ち込めることをする"
"2022/06/06 15:24","1288","29021163","仕事に対しての誠意","国の違いを聞き入れる","経験が人間関係につながる","選択した責任は自分で取ればいい","学内の活動を通じて深い関係性を築く"
"2022/06/06 15:21","1287","23021094","期待にこたえたいという気持ち","期待に応え続けることで、信頼を得ることができる","人と心を通わせること","失敗を恐れず沢山経験すること","自分の心の声をよく聞く"
"2022/06/06 15:17","1286","24022785","人を褒めることが大事","アルバイトを通して自己分析","任されるということは信用されているということ","現場の人との関係性が大事","失敗は経験"
"2022/06/06 15:15","1285","24022706","学生時代にアルバイトで自分の適正に気づいた。","就職活動に早めに戦線離脱した。","オランダとのやり取りで英語でのビジネスが大変だった。","人から必要とされる、期待に応えたいというのがモチベーション","なんの仕事を任されるかは新人は運命だが任され続けるには実績がいる。"
"2022/06/06 15:14","1284","38021060","いろんな経験をすることで自分のことや新しいことが分かる","任せることは信頼していることである。","仕事に対して成果を出すことで次の仕事をもらえる","一歩踏み出してみるという勇気や失敗することで豊かになることがたくさんある","今できる事や経験をたくさんすることが大切"
"2022/06/06 15:11","1282","31022053","留学","仕事に誠意を持つ","空間を共有する","色々な経験をする","考える力を養う"
"2022/06/06 15:11","1281","31022074","感じる力を育てる","情報共有","学生の間に色んな経験","話して心を通わせる","ブームを文化"
"2022/06/06 15:11","1280","31020607","学外での活動の大切さ","自分の性に合うものを探す","一緒に共有する","個性を大切にする","相手と心を通わせる"
"2022/06/06 15:11","1279","25020011","自分の適性","海外での経験","人のことを思うサービス精神","0から1を生み出す","信頼から生まれる責任感"
"2022/06/06 15:10","1278","26021581","アルバイトで感じた自分のスキルの適性","教育制度が充実していないが、自己解決する力が身についた","仕事を達成し任されて認められるサイクル","怒られたことで強く記憶に残り、将来的に役立つ","ブームから文化を作るブランド"
"2022/06/06 15:09","1277","24021811","色々な経験をして自分を知る","繋がりが大事","やると決めたらやる","大学内の活動でつながりを広げる","好きだと思ったことはやってみる"
"2022/06/06 15:09","1276","21020014","褒める（見てるよ、頑張ってるねなど）","任されていることは頼られていることであり、信頼さして頂いているということ。","言われたら100返したいという気持ちで仕事をしている","ブームから文化へ","失敗は経験なのでどんどんする。好きなことにどんどんトライしてみる。心の声を聞く。"
"2022/06/06 15:08","1275","22022677","課題と疑問","様々な経験で自分の適性を見つける","自分で開拓していく","０から１を作る","国の違いを聞き入れる"
"2022/06/06 15:07","1274","25022061","考えても分からないし、自分でやるしかない","やるかやらないか、自分で決める","失敗したらいい","失敗して学んだことから深みが出る","恐れずに1歩踏み出してみる"
"2022/06/06 15:04","1273","32021006","今までのつながりが今に至っている","ブランドとしてやるべきこととニーズに応えることの適切な調節、ニーズを全て聞き入れているわけではない","人生はすごろく(1回休んでも良い、3歩戻っても良い)","失敗から学んだことの方が深みがある。失敗は経験","頭で考えた時の判断は鈍る、直感くらいがちょうど良い"
"2022/06/06 15:04","1272","26021160","多国籍の人と仕事する時は褒めることが大切","任されるってことは信頼＆頼られている証拠","バイトを通じて適性を見極める","空間や環境でどう感じるかを共感することが大切","選択した責任は自分で取れば良い(転職の際)"
"2022/06/06 15:03","1271","31022108","様々なアルバイトをする事で自分の適性に気づくことができる","サークル活動などを通してネットワークを広げることで、卒業後も何かしらの接点を見つけることができる","ブランドを立ち上げるときは流行ではなく文化にしないといけない","学生の間に様々な活動に積極的に取り組み、感性を研ぎ澄ますことは大切","インターネットなどで情報を簡単に手にいれられる時代になったので、挑戦するために一歩踏み出すことが難しくなっている"
"2022/06/06 15:02","1270","39021086","やりたいことが明確でないまま大学生活が始まった。","縦ではなく横への広い興味があった。","任されるンとは信頼されているということで、その積み重ねが嬉しかった。","過去の関係が今にも繋がっている。","好きだと思ったことには、まず挑戦してみる。"
"2022/06/06 15:02","1269","24020204","学生時代の経験を通して、自分の適性を見つける。","失敗することを恐れずにやってみる。","自分にとって何か印象的だったことを、今後の将来でもそのことを思い出し生かす。","人から何か奉仕や感謝を受けたら、それよりも多く返すくらいの気持ちで人と関わる。","頭でっかちに考えずに、とりあえずチャレンジする。"
"2022/06/06 15:02","1268","37021474","自分の適性を知る","失敗なども含めた経験は利益となる","一歩踏み出すことの勇気","知らないことは積極的に聞く","頭で考えたときの判断は鈍る"
"2022/06/06 15:01","1267","25018165","様々なバイトなど、課外活動をしながら、自分の適性を探す。","信頼性が重要である。信頼性がない場合仕事を任せない。","知らないことについて積極的に聞きながら、自分のものに作る。","ブランドはブームから文化になることである。","後日、学生時代を振り返すとき、思い出すことをする。"
"2022/06/06 15:01","1266","34021063","ブランドの作り方　マルチカルチャーの中で働き得た学び","褒めることを大事にしている","広報という立場で新規事業から立ち上げたいという思い","人生はすごろく　ピラミッド的に縦に人生を考えない","傷をおうことも恐れない"
"2022/06/06 15:00","1265","22022750","褒める","チーム作り","アルバイトの経験","信頼関係","目の前のことを成し遂げる"
"2022/06/06 14:59","1264","22021757","たくさん海外へ行った","バイトをたくさんして自分の好きなことを見つける","人や会社とのつながり","最後までやり切る","好きなことをする"
"2022/06/06 14:57","1263","34021020","真摯に取り組む。","敵を作らない。","学生の間に多くの経験をする。","失敗は経験。","学内で交友を深める。"
"2022/06/06 14:56","1262","29022207","アルバイトやサークルで自分が興味のあることを見つける","実績を出して信頼を得ないと任され続けられない","分からないことはたくさん聞く","色んなところに行って見て話して学ぶ","会話が大切"
"2022/06/06 14:56","1261","36021506","色々な種類のバイトを経験することで自分の適正に気づくことがある。","信頼されなければ次の仕事は貰いにくいので信頼を得ることが大切である。","海外に行ったら色々な国の人達と現地で心を通わせると良い。","ブームから文化にすることでその場所の文化を変えられる。","自分の打ち込めることを見つけることが重要である。"
"2022/06/06 14:55","1260","24021391","留学によく行った","業界などに悩んだ","興味があったのが人っていう部分だった","いろいろなことを経験することは大事","プロセスや思いに触れることは新鮮でいい刺激をもらえる"
"2022/06/06 14:53","1259","26022398","自己の適性を知る事","実績を残す重要性","不確定な状況に対する耐性","流行から文化を作る","目の前の事をしっかりと成し遂げる大切さ"
"2022/06/06 14:52","1258","37021482","0から1を立ち上げる","recognition","ブームから文化へ","失敗は経験","心の声を聴く"
"2022/06/06 14:51","1257","37021480","とりあえず一歩踏み出す","失敗は経験","頭でっかちにならずにどんどんトライ","心の声を聴く","若い時に失敗しておくべき"
"2022/06/06 14:51","1256","24020362","人との繋がりが大切である。","自分の足で色んな所に学びに行くこと。","現地の人と心を通わせること。","ブームから文化にすること。","今できること今打ち込めることが次につながることもある。"
"2022/06/06 14:50","1255","23021021","ベースは褒める","文化や現地の人の感覚を一緒に共有することは大切","実績を出さないと任され続けない","学生の間にいろいろな経験をすることが大切、踏み出さないと始まらない","選択の責任は自分でとればいい"
"2022/06/06 14:48","1254","34020105","色々な経験をし、いっぱい失敗をするべきである。","失敗するからこそ成長する。","まずは一歩を踏み出すことが大切である。","頭で考えずに心の声を聞いて行動するべきである。","好きなことをどんどんやってみることが大切である。"
"2022/06/06 14:48","1253","23021042","人から必要とされることが仕事のやりがいになる","やりたいことをいつでも一番最初に考えている","信頼を得るためにとにかく実績を残す","学生のうちに経験を多くするために一歩踏み出す勇気を持つ","人脈を大学生の内にできるだけ多く作っていく"
"2022/06/06 14:46","1252","34021169","マネージメントにおいて、実績を残す者へのレコグニションは更なる実績に繋がる","街のコーヒー屋でありたいという気持ち","失敗も経験の一つであり、とりあえず行動に移すことが大切","頭で考えてから行動するのではなく、心の声を聞く","人生はすごろくと同じで、休みがあったり、3マス戻ったりしても良い"
"2022/06/06 14:46","1251","34021174","自分の適性","一歩踏み出してみる","前に進んでいることが大事","決めたら責任を持って行う","たくさんの経験をする"
"2022/06/06 14:46","1250","31022079","自分の適正に気づく。","過去の経験、繋がりによって未来がある。","知らないことは自分の足で学びにいく。","学内やサークルなどで人間関係の幅を広げ、繋がりをみつける。","多くの経験、多くの人と情報共有をしながら、新しいものをみつける。"
"2022/06/06 14:46","1249","23022272","考えてもわからない、やるかやらないかが大切","人を褒め、尊敬する","自分の気持ちを周りと共有する","自分で決めたことは曲げない","どんな事でもいいから、打ち込める事を見つける"
"2022/06/06 14:46","1248","31021090","マルチカルチャー","チームプレーの大切さ","頼まれたことは100にして返すという精神","失敗することの有意性","人脈の大切さ"
"2022/06/06 14:45","1247","23022155","アルバイトを通して自分が何に向いているか（適正）を知る。","頼られるのは信頼の証で、その積み重ねが更なる信頼につながる","ブームから文化へというキーワード、文化にするためには、地元の方に来てもらえるようにしなければならない。","選択した責任は自分で取れば良いから、決めたらやってみたらいい。そして次に行けばいい。","心の声を聞く、頭で考えた時の判断は鈍る。"
"2022/06/06 14:43","1246","31021084","関学には何を興味があるのかを探す選択があるので授業で自分がしたいことを考える。","アルバイトを通して自己分析してどのような分野が興味あるのか知ることが大事である。","信頼されるような誠意と努力を見せて任される新入社員になれたらいいなと感じた。","失敗をマイナスに考えずに失敗から学びを深めていく。","常に目の前にあるものを一生懸命仕事をすることが大事である。"
"2022/06/06 14:41","1245","31022518","0から1","任され続ける事と信頼","全部の体験がブランドに繋がる","現地スタッフと心を通わせる","ブームから文化にしていく"
"2022/06/06 14:41","1244","26021224","アルバイトで自分の適性に気づく","成果を出し信頼され、仕事を任され続ける","自分の足でブルーボトルコーヒーの情報を仕入れ海外の現地スタッフと心を通わせる","ブームから文化へ","学生の今、打ち込めることを見つける"
"2022/06/06 14:41","1243","23021529","意見には個性があって良いし、間違いもないので、みんなで共有することが大事","人生は”すごろく”のように、一回休んでもいいし、三歩戻ってみることも大事","失敗は経験であるので、好きだと思うことをどんどん挑戦してみる。","心の声を聞く。","感じる力を耕すために色々な事を経験したり、見たりすることが大事。"
"2022/06/06 14:40","1242","22020689","人生はすごろく","キャリアをピラミッド的に考えない","不確定でも一歩踏み出す勇気","やると決めたらやる","頭で考えると判断が鈍る"
"2022/06/06 14:39","1241","22021561","怒られる経験を若いときにしているのは良いこと","国の違いをしっかり聞き入れる","常に目の前にあることをしっかり成し遂げていく","好きなことをどんどんトライしてみる","今できること、今打ち込めることをみつける"
"2022/06/06 14:37","1240","26022438","信頼されていたから仕事を任され続けた","国の文化の違いを聞き入れることを意識する","ブームから文化へ","好きなことにチャレンジしていく","頭で考えてしまうと鈍る"
"2022/06/06 14:37","1239","31021505","しっかりと相手を見てることがほかの人のやる気を引き立たせる","褒めることでやる気につながる","自分のことを理解していたことで、何がやりたいかを判断するができる","アルバイトでも十分社会経験をすることができ、自分の得意不得意を理解することができる","自分の強みを他の人が引き出してくれることがある"
"2022/06/06 14:35","1238","29021202","たくさんのアルバイトをして、自分の適性を発見できた。","人から必要とされることがうれしくて、期待にこたえたいという気持ちで仕事をしていた。","ブランドの影響力は、その地域のブームから文化へ発展していくこともある。","大学の仲間たちが今に繋がっている。","就職をしたら、大学での縦のつながりもたくさんある。"
"2022/06/06 14:32","1237","24022029","色々な国籍の方々と接する時に褒めることを意識している","人から必要とされると嬉しい。どんなに小さいことであってもその積み重ねで頑張れる","常に目の前にあることをしっかり成し遂げていく","関学での繋がりが財産である","失敗は経験だから好きだと思うことにどんどんトライするとよい"
"2022/06/06 14:32","1236","24022589","経験を積めば自分を知れる","褒めるときはとことん褒める","共有はつながりを生む","人のために頑張ろうというのが次のステージに繋がる","今を一生懸命に"
"2022/06/06 14:31","1235","22021636","様々なバイトに挑戦し、自己分析をする大切さ","自分の感覚を大切にして、信念を貫く大切さ","ズームから文化への心がけの重要さ","学生時代の繋がりが、将来の繋がりに関わってくることの大切さ","ゼロからイチへの挑戦をやめずに、がむしゃらに頑張ることの大切さ"
"2022/06/06 14:31","1234","31022085","アルバイトで自分の可能性を広げる","褒めることの大切さ","責任感を持つ","失敗は経験なのでまずは一歩踏み出してみる","心の声を聞く"
"2022/06/06 14:30","1233","29022232","いろんな経験をする","最後までやる","ブームから文化にしていく","誰かの手助けになる","心の声を聴く"
"2022/06/06 14:30","1232","23020613","様々なアルバイトをすることによって自分に適した職業を見極めた。","０から1にする仕事を多く任され続けた。それは彼女が信頼されていたから。","過去の経験がずっと繋がっている。今のつながりを大切にするべき。","一時的なブームではなく文化にする。","目の前のことをしっかり成し遂げていく。"
"2022/06/06 14:30","1231","26021229","任せる＝信頼","いわれたら100返す","0から1へ","人との繋がり","仕事から文化を変える"
"2022/06/06 14:30","1230","22020428","任され続けるということは信頼されているということ","ブームから文化へ","感性を研ぎ澄ますためには経験が必要","縦に進むのではなく前に進むことが大切","選択した責任は自分で取ればいい"
"2022/06/06 14:27","1229","22020596","キャリアはピラミッドとして考えない","決めたらやる、がむしゃらにやる","失敗は貴重な経験、また次を考えればいい","好きだと思うことをどんどんトライする","頭でっかちにならずに、心の声を聴く"
"2022/06/06 14:27","1228","24020370","やりながら学ぶことが刺激となって面白い","マネジメントにおいて褒めることが大事","国の違いを聞き入れながらブランドとしてのやるべきこととニーズをどうくみ取るかが大事","ブームから文化へ","人生はすごろく"
"2022/06/06 14:25","1227","24022522","みんなに自分の意見を共有することが大事","人生はサイコロ","失敗すればいい","失敗は経験","頭で考えた時の判断は鈍る"
"2022/06/06 14:25","1226","38021417","責任感の強さがいろんな成功に繋がる。","人生はすごろくであるので上に行くことだけを考えずにトータルで考える。","その地域での文化の違いなどを把握して、ブランドを作っていく。","大学時代の仲間と深い関係性をサークルや学科内で広げる。","失敗を恐れず、頭でっかちにならずに実践してみる。心の声を聞く。"
"2022/06/06 14:24","1225","37022205","失敗は経験","頭でっかちにならない","心の声を聞く","若い時にいっぱい失敗する","ロジカルじゃないこともたくさんある"
"2022/06/06 14:24","1224","32020025","マルチカルチャー","褒めること","国の違いを聞き入れる","人間関係の繋がり","ブームから文化へ"
"2022/06/06 14:23","1223","22022784","アルバイト経験で自分が何に向いているのかを知る。","任された仕事は実績を残して任され続けられるよう努力する。","ブランドはブームよりも文化を大切にする。","アルバイトなど今できることを楽しんでそれを仕事の発端にする。","大学で出会った人との繋がりを大切にする。"
"2022/06/06 14:21","1222","34021126","学生のうちに打ち込めることを見つけ、今できることに打ち込む","失敗を考える前に好きだと思うことに挑戦する","いろいろなことを習得すればそれが繋がり、いろいろなことを経験しておけばそれが活きるときがくる","目の前にあることを成し遂げることが大切","若いときに失敗を何度も経験するのは良いこと"
"2022/06/06 14:18","1221","24021295"," 仕事の魅力はブランドの作り方とか大事にして育てていくこと","違う国の人と働いている時は褒めることを意識してる","人の役に立ちたいや期待に応えたいなとが仕事のやりがい","国の違いをしっかり聞き入れることが大切","自分のいる空間や環境を共有することがとても大事"
"2022/06/06 14:18","1220","22022127","考えても分からないし、自分がやるかやらないか","前に進んでいることが大事","選択した責任は自分が取ればいい","国の違いを聞き入れる","失敗すればいい"
"2022/06/06 14:17","1219","26021533","期待に応えようとする気持ちが原動力","怒られることで学べることがある","人との繋がり","失敗をネガティブに捉えない","人生はすごろく"
"2022/06/06 14:16","1218","24022336","自分の適性を知る","期待に応えたい","積極的に行動","ブームから文化に","心の声を聴く"
"2022/06/06 14:15","1217","37021614","褒めること","振り返ると自分の今に繋がっていることがある","自分の役割を考える","任され続けるということは実績や信頼を得ているということ","今できること、うちこめることをする"
"2022/06/06 14:13","1216","29022485","アルバイトがきっかけで自分の適正に目覚めることがある。","学生は自分が何に向いているのか分からない期間でもある。","新規事業を任され続けるということは、誠意を持って取り組み、実績を出し続けて信頼を勝ち取った証拠と言える。","新しく入った会社では、社員に積極的に聞くことでポリシーを知っていくことが大切。","ブランドはブームからそれを文化に変え、新しく創り出すことができる。"
"2022/06/06 14:12","1215","22022459","頭で考えた時の判断は鈍る","心の声を聞く","大学の仲間を大切にする","失敗は経験だから、好きだと思ったことには、トライする","色々な人と関わりネットワークを広げる"
"2022/06/06 14:11","1214","22022128","アルバイトは自己分析をすることができる機会","頼られるということは信頼されているということ","若い時に大きな失敗をしておく","自分の覚悟が大切","目の前にあることやるべきことをしっかりするのが大切"
"2022/06/06 14:11","1213","31022011","マルチカルチャーの人々と関わる時褒めることを心がける","アルバイトの強みを将来につなげた","アルバイトで自分の適性を見つけた","ゼロからイチを作ることが好き","関学は繋がりが多く大切にすべき"
"2022/06/06 14:10","1212","31022585","キャリアをピラミッド的に考えない","バイトを通じて自分の適正を知る","怒られた経験が後に生きてくる","1歩踏み出して失敗する","人生はすごろく"
"2022/06/06 14:10","1211","25022020","様々なアルバイトをして、自分の適性を知る。","0から1の仕事を任され続けること、または、成果を出し続けられることがすごい","過去の転職は全て繋がっている","環境であったりおもてなしであったり製品は全てブランドにつながっているから自分が感じることをどんどん共有して行くべき","学生時代に経験するべきことをいっぱい経験するべき。どんどん失敗するべき。"
"2022/06/06 14:08","1210","25022131","コーヒーへの愛の強さ","海外旅行に行ってみる","色々なアルバイトに挑戦してみる","自己分析を大学生のうちにする","社会経験の大切さ"
"2022/06/06 14:07","1209","29021538","マルチカルチャーの中で学ぶ","褒めることが大事","ゼロイチを立ち上げる","人生はすごろく","創業者の思いとクライアントの思いをつなげる"
"2022/06/06 14:06","1208","24021158","アルバイトなどを様々な経験を通して自己分析する","学生のうちに多くの失敗を経験する","ブームは文化につながる","多くの経験がキャリア形成につながる","関学内で人脈を作る"
"2022/06/06 14:06","1207","25020557","ほめる","失敗した方がいい","ブームから文化にしていく","縦と横のつながり","心の声を聞く"
"2022/06/06 14:05","1206","22022603","建物が持っている味を最大限引き出すのがデザインに対するアプローチ","ある分野を縦に掘り下げていくやり方と、満遍なく横に、広く学んでいくやり方がある","任される、頼られることの積み重ねがモチベーションに繋がる","小さな仕事にも責任を持つことが大切","失敗から反省することで良い経験として活かすことができる"
"2022/06/06 14:04","1205","29021428","国の違いを受け入れる","ブームから文化へ","人生はすごろく","失敗は経験になる","頭で考えたことの判断は鈍る"
"2022/06/06 14:03","1204","26021302","アルバイトを通して自分を知る","適正に気付く","やってきたこととやりたいことのマッチ","ブームから文化にしていく","いろんな経験が繋がっている"
"2022/06/06 14:02","1203","22020826","見てるよというrecognitionが大事","ブームではなく文化へ","縦とかじゃなくて前に進んでることが大事だから失敗をすればいいのに、そこから学んだことで深みが出る方がよっぽど豊か","常に目の前にあることを成し遂げていく","心の声を聞くことが大事、頭で考えた時の判断は鈍る"
"2022/06/06 14:02","1202","22020367","実績→信頼→任せ続けてもらえる","分からないことは積極的に聞く","自分の足で目で知る","(現地)スタッフと心を通わせる","ブームから文化を作る"
"2022/06/06 14:01","1201","25022070","人を褒める","ブームから文化へ","失敗は経験","心の声を聞く","感じる力を鍛える"
"2022/06/06 14:01","1200","23021320","仕事に楽しさと学びを見出す","経験を活かして自分の強みを知る","小さいことの積み重ねのなかにやりがいを見つける","大変さのなかに誠意を見せ続ける","失敗や客観的な正しさを気にせずに1歩踏み出す"
"2022/06/06 13:55","1199","24020229","任されるは頼られている","怒られた経験が次に繋がる","学生時代に様々な経験をすることが大切","人生はすごろく","人の繋がりは大事"
"2022/06/06 13:55","1198","22022312","バイトをしていくうちに自分の適性を知っていく","仕事に対して積極的になる","仕事で実績を残す","仕事は受け身ではいけない","ブームから文化にしていく"
"2022/06/06 13:55","1197","24022367","アルバイト等学生生活で自分の適性に気づいていく","任され続けるということは実績を残していて信頼されているという証","知らなかったら様々なところに足を運んで知識を得る","ブームから文化へ","ゼロからイチにすることは大変かもしれないけど楽しい"
"2022/06/06 13:55","1196","36021387","ブルーボトルコーヒー","エムアウト","リヴァンプ","トリドール","自分が打ち込める事"
"2022/06/06 13:54","1195","24022284","小さいことの積み重ねが大切","責任感を持つ","積極的に行動する","ブームから文化へ","人との繋がりを大切にする"
"2022/06/06 13:53","1194","26020424","信頼されること","成果を出すこと","やると決めたらやる","後につながる","現地に行く　自分で動く"
"2022/06/06 13:53","1193","23021183","自分の適性を探っていく。","仕事で誠意を持って取組むこと。","敵を作らない。","学生の間に色々な経験をする。","コミュニケーションを自分から積極的に取りに行くこと。"
"2022/06/06 13:51","1192","31021067","外国人の部下が多く、仕事をする上で文化や価値観の違いなどがある。そういった中で常に刺激を受けている。","自分が何に興味があるかわからないので、どんどん試して識別していった。","振り返ってみると、今の自分につながっているキーワードが多くある。その時は深く考えてなくても今につながっている。","任されるとは頼られている、信頼されていること。その積み重ねが仕事をする上で嬉しい。","バイトを掛け持ちしたり、海外旅行に行くなど多くの経験をしていた。"
"2022/06/06 13:50","1191","22022408","アルバイトで経験を積む","自分の適性に気づく","信頼されなければ任されない","現地に赴いて会話","ブームから文化へ"
"2022/06/06 13:50","1190","26020070","褒めることはとても大事である。","ブームから文化に変化させていくことが大切である。","目の前のことをしっかりと成し遂げていく必要がある。","人との繋がりが将来大きな財産となる。","好きなことは失敗してもいいからやってみた方がいい"
"2022/06/06 13:49","1189","26022564","学生時代の経験は、意図せずとも自分のキャリアに良い影響を与える","人に必要とされ、求められることを糧に仕事に真摯に向き合う","会社の理念やブランドを大切にしながら、お客様と各国のニーズを取り入れる","すごろくのように一進一退でキャリアを積んでいく","若いからこそ、失敗を恐れずに新しい環境に飛び込んでみる"
"2022/06/06 13:49","1188","22021009","積極性を大切にする","環境で感じることを共有する","失敗してもいいそれも含めての成長","自分の覚悟に責任を持つ","文化からブームにする"
"2022/06/06 13:46","1187","24020281","仲間と心を通わせる","ブームではなく文化を作る","人生はすごろくと捉え、たくさん失敗する","好きだと思うことにトライしてみる","信頼されていることをバネに頑張る"
"2022/06/06 13:46","1186","24022527","付加サービス(付加価値)の重要性","グローバル化への意欲","過去の人間関係の大切さ","国の違いを聞き入れる","ニーズにそのまま応えるのでは無く少しアレンジをしなければ好まれない"
"2022/06/06 13:45","1185","25020566","さまざまなことを経験する","失敗が成長につながる","責任感","やると決めたらやる","頭で考えた判断は鈍る"
"2022/06/06 13:43","1184","38022548","日本の文化ではあまりないが、人を褒めるということは大事である。特に海外の人は当てはまると言える。","頼まれる、任されることは信頼されているということ。","仕事をする上で100%の気持ちで応えたいと思うことが大事である。","失敗を失敗で終わらせるのではなくその失敗を次に起こさないように意識することが大事。","学生の間に色々な経験をすることが、人脈を広げたり人生においてプラスになることが多い。"
"2022/06/06 13:41","1183","29021494","多くの経験をする","人に頼られる","意思をつなぐ","ほめることの大切さ","人生はすごろく"
"2022/06/06 13:40","1182","34022158","色々なアルバイトをして自分に合うものを見つけたいです。","同じ大学生の時に秘書のアルバイトをしていたのがすごいです。","大変そうなことを楽しそうにやる姿勢を真似したいです。","今できること、今打ち込めることに全力を注ぎたいです。","学生時代の友達を大切にしておきたいです。"
"2022/06/06 13:38","1180","24021199","打ち込めることで自分の適正に気づく","誠実に物事に向き合うことで信頼が生まれる","失敗を恐れない","ブームから文化へ","心の声を聴く"
"2022/06/06 13:37","1179","24022346","任され続けて成果を出し続ける","0から1","仕事に誠意","新規事業の立ち上げの運命","適正に気づく"
"2022/06/06 13:33","1178","26021291","0から１を立ち上げる","キャリアチェンジ","自分がやりたいこと","メディア","オペレーション"
"2022/06/06 13:31","1177","31021053","信頼は実績からくふもの","今までなかったことを任される","いろんなバイトをする","出会い","過去の繋がりは巡り合う"
"2022/06/06 13:30","1176","27020860","アルバイトで自分の適性に気づく","詳しくないから積極的に聞く","いろんなところに行って調査する","現地スタッフに心通わせる","ブームから文化"
"2022/06/06 13:28","1175","32020003","アルバイトをしながら自分の適性について考える","興味のあることは縦の範囲よりも横の範囲だと考えやすい","ルールから文化へという最初に決めたルールを貫く","人生はすごろくだと考え、失敗しても良いという考えで行動する","常に目の前にあることを成し遂げていく"
"2022/06/06 13:27","1174","38022413","ワールドワイドで仕事をすることはマルチカルチャーでとても刺激的。","学生時代に色んなことに挑戦して自分を分析して適性を見つける。","挑戦→成功→挑戦→成功という人生が超楽しい。これをすることで周りからの期待が増えてやりがいに繋がる。","今は、携帯で色々調べて色んなことを知ることが出来るが、それによって失敗する回数が減っている。これによって成長出来なくなる。もっと失敗したい。","頭で全て考えるのは時間もかかるしどこかで失敗する。たまには心(直感)に任せて生きせるのも楽しいかも！"
"2022/06/06 13:26","1173","38022562","任されるとは頼られているということ。その積み重ねが仕事のやりがい。","深く考えずに、やるって決めたらやるってだけ。","学生のうちから非常に沢山の経験をすることが大事。","人生はすごろくだと思っていて、休みも大事だし進むことも大事。","不確定な状況に対する体制というのを、深く極めていくべき。"
"2022/06/06 13:25","1172","22022698","自分が感じていることを共有することが大切。","人生はすごろく。１回休んでもいいし、戻ってもいい。","縦に進んでいるかではなく、前に進んでいるかを考える。","ブームから文化にしていく。","常に目の前にあることをしっかり成し遂げていく。"
"2022/06/06 13:21","1171","22020774","自分の過去の経験を活かす","色んな経験をしておく","ブームから文化へ","人との関わりを持つ","失敗は経験、壁にあたれば自分の心と向き合う"
"2022/06/06 13:20","1170","25022256","会社のカルチャーを建物に用いることで、モチベーションがあがる","デザインに対するアプローチは、その会社が扱うものにしたほうが良い","常に変化をするから、変化を恐れないように行動することが大事","仕事をして、関学を離れると関学の良さがわかり、関学間のつながりは有効に利用できる","頭で考えても失敗する人は、考える前に行動することが大事"
"2022/06/06 13:19","1169","36021340","海外への興味が強くて自分でバイトでお金を貯めて海外に行った","アルバイトをして色んな経験を通して自分を知ることができる","多く採用する企業は入れ替わりが激しい","仕事は大変だけどやってて良かったなという瞬間がある","小さいことでも人から必要とされることは嬉しい"
"2022/06/06 13:19","1168","25022335","ブルーボトルコーヒー","マルチカルチャー","ブランディング","褒める","秘書"
"2022/06/06 13:17","1167","38022539","常に目の前にあることをしっかりと成し遂げる事が大事。"," 初めの一歩を出す勇気そうすればいい刺激を受けれることができる","人から信頼される事は難しく、すごい事だと思った。","人生はサイコロに例えるといいピラミッド形成だと自分が今どこにいるかわからないことがある。","若い時の失敗は何回もしていい だから、いろいろ挑戦すべき 大人の失敗は傷に残りやすい"
"2022/06/06 13:17","1166","38022217","アルバイトを通して適性を確認する","マネジメントでは見ていることを伝えるのが大切","失敗から学んで深みが増す","心の声を聞く","キャリア形成は上ではなく前"
"2022/06/06 13:15","1165","31022608","リノベーション","立ち会議","緑を取り入れたオフィス","清澄グレー","コンセプト"
"2022/06/06 13:14","1164","23020359","向き合う","対話","知る","発見","ミクロ視点"
"2022/06/06 13:13","1163","24022307","大学生活で自分を見つける","自分で考えて行動する","誠意を持って信頼してもらえるように頑張る","大学生活の縦の関係も将来大きい","一緒に仕事したいと思ってもらえるようにする"
"2022/06/06 13:13","1162","22020413","自分の適正を知る","学内での思い出作り","誠意・実績⇒信頼","覚悟と決断","感じる力"
"2022/06/06 13:12","1161","23022611","任されること、頼られることは信頼関係を気づいている証拠","結局自分でやるかやらないかが全て","自分が作る環境や空間がどれほどの影響を与えることになるのか","人生はすごろくである。一回休んでもいいし、3歩進んでもいい、はたまた振り出しに戻ってもよい","ピラミッドなどの階層思考になってはいけない。"
"2022/06/06 13:09","1160","25022470","アルバイトも自己発見のヒントのうちの一つ","人から頼られるイコール信頼","頭で考えず心の声を聞く","流行りではなく文化にする","みんなの前で褒めることは大事"
"2022/06/06 13:07","1159","29022518","何を目指せばいいか分からない人は色々なアルバイトを経験することで自分を知ることができることがある。","仕事を任される、信頼されることは仕事のモチベーションにつながる。","その分野でたくさんの会社がある中で、後発でその業界に入って行くときには自分達の仕事をどうやって魅せていくかが大切。","国によって文化、チームマネジメントなどが全然違うので国境を越えて仕事をするときは何を大事にするかを意識することが大切。","自分がいる空間や環境でどう感じるかを仲間と共有することは仕事をする上で重要。"
"2022/06/06 13:06","1158","22022351","心で感じたことを大事にする","失敗はどんどんしたほうがいい","目の前の仕事を一つ一つ誠実にやる","人間関係を広げ、友達を大事にする","色々な経験をして自分の適正、やりたいことを見つける"
