担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,類似度,参考情報, ,NGワード数,NGワード一覧,再履修
森,31023514,アルバイトを多くする中で自分の適性を見つける,現地の人たちと心を通わせる,「これは頑張ったな」と思えることをつくる,広くて深いネットワークを形成する,心の声を聴く, , , ,,,, , ,0,, 
森,31023515,色々な国籍の人たちと接するときに褒めることを意識する。,チーム作りやどういう人働くかが大切,履修登録で何が自分に興味があるかわからないときは色々なことを選択して次の年にどうするかを考えていた,怒られた経験が若いころにあってよかった,考えてもわからないし自分がやるしかないのでやると決めたらやる, , , ,,,, , ,0,, 
森,31023517,自分が見ていることを伝える。,みんなの前で褒めることにより、周りのモチベーションアップをはかる。,多文化の意見も聞いて、取り入れれるところは取り入れる。,共有することの大切さ,ブームから文化へ, , , ,,,, , ,0,, 
森,31023520,マルチカルチャーの中で仕事することは楽しい,アルバイトの経験から自分が何に向いているのかわかる,任されるは頼られること,人が夢を叶えるのをサポートすることは楽しい,失敗は経験だからどんどんトライすべき, , , ,,,, , ,0,, 
森,31023521,任されるということは信頼されている、頼られているということ,ローカルの意見をどれくらい受け入れるか,共有することが重要,失敗は恐れず失敗した方がよい,常に目にあることをこなしていく, , , ,,,, , ,0,, 
森,31023522,がむしゃらに人のためになろうとすることがその後の人生につながる。,その仕事について誠意をもって実績を出して信頼されないと任され続けることはない。,アルバイトでもどんな活動でもいいので打ち込める活動を見つけることが大切,人生はサイコロのようなものである,実績が信頼につながる, , , ,,,, , ,0,, 
森,31023523,学生時代に色んな経験を積むことは大切。,決めたらやるし、失敗したら次にいく,失敗はたくさん経験しておいた方が自分のためになる,国の違いを受け入れる、聞く,会社の目指している所とお客様のニーズを踏まえ主体的に考える。, , , ,,,, , ,0,, 
森,31023524,バイトを通して適正を見つけ、留学などいろんなところに行き勉強した。,人にしかできないロジカルではない、感じる力は経験から得られる。,仕事に誠意をもって任され続け成果を出し続けたのが社会人のスタート。,転職は悪いものだと思われがちだけれど一歩踏み出してみるのが大事。,流行りを作るのではなく目指すところは地域に寄り添った文化にすること。, , , ,,,, , ,0,, 
森,31023526,マネジメント,経験,第一印象,人生サイコロ,自分が打ち込めること探す, , , ,,,, , ,0,, 
森,31023530,部下を褒める,やると決めたらやる,ブームから文化,学校で思い出作る,若い時は失敗してもいい, , , ,,,, , ,0,, 
森,31023531,達成の積み重ねがやりがいにつながること,期待されたことには１００で返したい,立ち上げる会社を見てみたかった,失敗すれば前に進んでいるのか実感できる,失敗は経験である, , , ,,,, , ,0,, 
森,31023532,自分で業務のやり方を開拓した。,国の違いを聞き入れる。,０から１を創り上げることが好きで立ち上げ専門の会社がありそこで学んでみたかった。,自分がその空間をどう感じたのか共有することが重要。,人生はすごろくだと考える。, , , ,,,, , ,0,, 
森,31023534,チーム作りやどういう人と働くかが大切,縦に考えてもわからないことは横に考えたら見つかった,人から必要とされることのうれしさで頑張れる,怒られた経験が若いころにあってよかった,関学での繋がりが財産である, , , ,Pattern399,チーム作り人縦こと横必要こと経験ころ関学繋がり財産,0.84,"対象:26023108 時期:今学期全てのキーワード:チーム作りとどういう人と働くかが大切,人から必要とされることで頑張れる,怒られた経験が大切,目の前にあることをしっかり成し遂げる,関学での繋がりは財産", ,0,, 
森,31023535,考えてもわからないし自分でやるしかないから、やるって決めたらやる。,何を大事にするか、トレンドはどうかを常に意識している。,国の違いを聞き入れる。,ブランドとしてやるべき事と、地域の人のニーズをどういう風に汲み取れるかを意識している。,空間や環境でどう感じるかを一緒に共有することがとても大事。, , , ,,,, , ,0,, 
森,31023537,色々な種類のバイトをしていて大学時代から自分の適正を探していた,仕事をもらえるということはその人の信頼を買っていることなのでその期待に100で答えれるようにしていた,仕事を貰い続けるには信頼が重要、信頼は実績を積まないと貰えない,ブランドとはブーム、それを文化にすることだということ。,何か打ち込めることを大学生活の中で見つけていくことが大切である, , , ,,,, , ,0,, 
森,31023539,やると決めたらやる,結果が出たらみんなの前で褒める,ローカルの意見をリスペクトし、取り入れる,日本人は不確定な状況に対する耐性が弱い,流行りに乗ってしまうといつかは廃れてしまう, , , ,,,, , ,0,, 
森,31023543,褒める,失敗は経験,ブランドとニーズのバランス,バイトをしながら自分の適性に気づく,人生はすごろく, , , ,,,, , ,0,, 
森,31023544,日本では褒める文化は少ないが、アメリカでは褒めて育てる文化が多い。,事業をする上ではその時のブームを文化にすることが大切。,現地の人々と会話し、国際交流することで自分自身の理解も深まる。,０から1を作り上げることの楽しさがわかった。,今うちこめるものを見つけて、一生懸命取り組むべき。, , , ,,,, , ,0,, 
森,31023545,その場その場ではがむしゃらに人の役に立とうとすることがその後の人生に役立つ,人生はサイコロ,自分が打ち込めることを探す,任され続けるということは誠意をもって取り組みそして結果を出すことができていたということだ,はやりが来ると終わりが来る, , , ,,,, , ,0,, 
森,31023548,心の声を聞くことが大切。,失敗は経験だからどんどんチャレンジしていく。,求められたことに対して100パーセント返したいといった気持ちで仕事に臨むこと。,仕事を任される＝頼られているということ。,目の前のことを成し遂げる。, , , ,,,, , ,0,, 
森,31023549,縦に考えてもわからないけど横に考えることでやりたいことが見つかる,人から必要とされるとうれしい、どんなに小さいことであってもその積み重ねで頑張れる,考えてもわからないし自分がやるしかないのでやると決めたらやる,前に進んでいることが大事で失敗もあっていい,若い時に一杯失敗しておいた方が良い、大人の失敗は傷が残る, , , ,,,, , ,0,, 
森,31023551,分からないことは積極的に聞く,積極的に教えてもらう,自分の足で理解していく力,いろいろな情報を自分で習得しに行って反映させる,自分の心の声を聞く, , , ,,,, , ,0,, 
森,31023553,今を射止める,ゼロから1,転職,たちあげ,とにかくやってみる, , , ,,,, , ,0,, 
森,31023554,間接的に広報にかかわることに物足りなくて転職をした,人から必要とされることが仕事のやりがい,世界各地でマネジメントをして、客の好き嫌いの違いや何を大事にするかなど地域によって変えていた。,その国の文化を取り入れることで客の親しみを得た。,日本人は不確定な状況に弱い, , , ,,,, , ,0,, 
森,31023556,部下が外国人でチームマネジメントや文化が異なるためそれを学ぶ過程がやりがいがある。,人の夢を手助けするお仕事が楽しかった。,好みや感じ方を共有することがマネジメントにつながる。,一時のブームではなく文化にしていくことが目標。,好きなことは若いうちにとことん追求する。, , , ,,,, , ,0,, 
森,31023557,好きだと思う事にどんどんトライしてみる。,新しく生まれる事柄は必ずしもロジカルではない。それに対応するために色々な経験を積む。,一歩踏み出すことは大事。慎重すぎて一歩踏み出せないのはかえってよくない。,ブームから文化へ。ブームにならないためにまずは地元からの評判を得る。,学内の活動やサークルを通して仲間とのつながりを作っておけば今後深みや幅が増える。, , , ,,,, , ,0,, 
森,31023558,達成の積み重ねがやりがいにつながる,期待されていることに１００％でこたえたい,常に前にあることをしっかりやる,失敗は経験,その場その場でがむしゃらに努力する, , , ,,,, , ,0,, 
森,31023559,ブルーボトルはブームから文化へ,失敗は経験なのでどんどんしたほうが良い,マネジメントはレコグニションが大切,自分の適性を見抜くためにアルバイトをするのは良いこと,責任感を持って仕事をしないと継続して事業を任せられない, , , ,,,, , ,0,, 
森,31023563,色々な国籍の方々と接するときに褒めることを意識している,縦に考えてもわからないけど横に考えることでやりたいことが見つかる,人から必要とされるとうれしい。どんなに小さいことでもその積み重ねで頑張れる。,考えてもわからないことも多く自分がやるしかないのでやると決めたらやる,失敗は経験だから好きだと思うことにどんどんトライしていく, , , ,,,, , ,0,, 
森,31023564,なんの意味もないようなことが意外と今の職に繋がってくる,任されるということは信頼して貰えてるということで、その繰り返しがうれしい。,任され続けるということは信頼される、成果を出しているということ,今の学生は失敗しないように進み始めないが、失敗は経験したほうがいい,常に目の前にあることをしっかりやることが大切, , , ,,,, , ,0,, 
森,31023567,色々な授業を取って学んだことが意外と今の仕事につながっている,まかされているは信頼されている、その繰り返しが嬉しい,学生時代にいろんな経験を積むことは大事,達成の積み重ねがやりがいに繋がる,今の日本はとりあえず一歩踏み出そうというのが馴染んでいない, , , ,,,, , ,0,, 
森,31023568,自分で開拓,言われたからには100で返したい,ゼロから1を作る,ブランドとしてやるべきこととローカルのニーズを汲み取る,ブームから文化へ, , , ,,,, , ,0,, 
森,31023571,職場では褒めてあげる,色々な授業を選択していって蓄積していった,任されているということは、信頼されているということ,0から1にするのは難しいこと,大人は傷が深くなるから、若い時に失敗する, , , ,,,, , ,0,, 
森,31023573,任され続けられているということは信頼してもらえてる、成果を出しているという事でとても大切だと思った。,失敗は経験に繋がるので、やりたいことを行ったり、色んな失敗をしたりして経験を積みたいと思った。,学生時代の経験、各会社は関係ないと思っていても意外とつながっている事を知った。,01をする事が好きと言っていたように、自分も新たなことにチャレンジしたいと思った。,国、文化の違いを受け入れる、聞くと言っていたように外国人と会う時はそういった事を尊重しようと思った。, , , ,Pattern434,こと信頼成果事失敗経験こと失敗経験学生時代経験会社関係事01事自分ことチャレンジ文化違い外国時事尊重,0.93,"対象:31023330 時期:今学期全てのキーワード:任され続けるということは信頼してもらえている。成果を出しているということでとても大切だと思った。,失敗は経験に繋がるので、やりたいことを行ったり、いろんな失敗をして経験を積みたいと思った。,学生時代の経験、各会社は関係ないと思っていても意外とつながっていることを知った。,01をすることが好きといったように自分も新たなことにチャレンジしたいと思った。,国、文化の違いを受け入れる、聞くといったように外国人と会うときはそういったことを尊重しようと思った。", ,0,, 
森,31023577,マネジメントではレコグニションが重要であるため、みんなの前で褒めるようにしている。,流行りはブランドの衰退を招くため、地元の方を大切にしてブームから文化へとなれるようにしている。,人生は双六だと思っていて、たとえ失敗しても、そこから学んだことから深みが出る。,頭で考えたことの判断は鈍るので、こころの声を聴くことが大事である。,感じる力を鍛えるためには、現場に足を運んで、作り手の思いやプロセスに触れることが大切である。, , , ,,,, , ,0,, 
森,31023579,ブームから文化へ,人生はすごろく,前に進んでいくことが大切,やると決めたらやる,心の声を聞く, , , ,Pattern190,ブーム文化人生すごろく前こと声,0.81,"対象:23021584 時期:2022/06/09 12:37全てのキーワード:経験からやりたいことを見つける,任され続けること,ブームから文化へ,心で考える,人生はすごろく", ,0,, 
森,31023581,マネージメントする時はみんなの前で褒めることを大事にしてる,ブランドとしてすべきこととニーズをどう汲み取れるかを常に考えている,創業者がやりたかった事を実現することでMasteryforserviceを体現,失敗は経験なので好きだと思う事をどんどんした方がいい,ブルーボトルではブームから文化にする事を大切にしてた, , , ,,,, , ,0,, 
森,31023582,自分がやっていることとの関わりがもたらすビッグインパクトの経験は大切である。,任され続けるのには信頼と成果が必要である。,国の違いを聞き入れる。,ブランドとしてやるべきこととニーズのバランス。,アップデートしていく中で客と会社をどうつなげていくか。, , , ,,,, , ,0,, 
森,31023583,国の違いをリスペクトして聞き入れる,自分がこの空間や環境でどう感じるかを一緒に共有する,ブームから文化へ,人生はスゴロク,こころの声を聴く, , , ,,,, , ,0,, 
森,31023584,職場で気をつけることとして、褒めてあげること,達成することがやりがいとなり積み重なっていく,任されるということは信頼されていて、期待されたことに100で返すこと,失敗は恐れず挑戦することが必要だということ,今できることを真面目に真剣に取り組む, , , ,,,, , ,0,, 
森,31023587,任される→達成→任されるが仕事のやりがい任される＝頼られる、信頼されているという事だから,学校内での思い出をたくさん作っておくサークルや授業など,学校の仲間が今の財産となっている→関学ではたくさんのつながりを作ることが出来る,人と色々な所に行って肌で感じて経験を共有することで新しいものを作る糧にする,キャンパスライフを楽しみながら自分の打ち込めるものを見つけていくきっかけは何でも良し(バイトなど), , , ,,,, , ,0,, 
森,31023593,学生時代の経験が将来に生きてくる,目の前のことをしっかりやり遂げていく事が大切,自分が頑張ったと言えることを作る,若い時に失敗しておいたほうがいい,自分の感性を信じて動く, , , ,,,, , ,0,, 
森,31023594,大学の中での生活も充実させたら良かった。,仕事を初めてすぐに大きい仕事を任されるのは凄いし頑張ってやるのは凄いなと思った。,やると決めてら最後までやりきる,顧客のことを考えながらお仕事をする。,学生のうちに色々同級生と関係を増やしとけば良かったと言っていたので私も仲間を大切にしたい, , , ,,,, , ,0,, 
森,31023597,井川さんは秘書バイトなどを通して、自分のやりたいことや自分の適性がわかった。,ミスを怒られたことが、1件の大事さやお金を稼ぐ重要性、自分が担ってる責任を考えるきっかけになった。,0から1を立ち上げる仕事が好きで、立ち上げを専門に学びたいと思って転職した。,人生は双六だからその場で足踏みしても、2、3歩戻ってもいい。失敗は経験になるからしてもいい。,井川さんはブルーボトルコーヒーのブランドを、ブームではなく文化にすることを目指した。, , , ,,,, , ,0,, 
吉松,32020512,チームで一致団結して働くこと,経験は磨くことが重要,文化を多くの人と共に育てていく,自分の心の声を聞くことが大事,まずは褒めることが大切, , , ,,,, , ,0,, 
吉松,32021070,暮らすように旅をする,感性を研ぎ澄ますためには経験が必要,ピラミッドでキャリアを考えない,打ち込めることを見つける,逆算, , , ,,,, , ,0,, 
吉松,32021071,仕事を任されるには誠意をもって取り組み、信頼され続ける必要がある,recognitionが大切、ほめることが大切,国の違いを聞き入れ、ブランドとしてやるべきこととニーズをどう汲み取るかを考える,目の前にあることを成し遂げていく,心の声を聴く, , , ,,,, , ,0,, 
吉松,32021072,流行りにしてしまったからこそ終わりがくる,文化から文化へ,人生は双六,任せるは頼られていること,時間をかけて考えたことに疑問が生じる, , , ,,,, , ,0,, 
吉松,32021074,やると決めたらやる。,誠意をもって実績を出し、信頼を得ないと仕事を任されない。,好きなことにトライする。,頭で考えないで、心の声を聴く。,ブランドはブームを作り、文化を作る。, , , ,,,, , ,0,, 
吉松,32021075,暮らすように旅する,任されるということは頼られているということ,ブームから文化へ,人生はすごろく,まちのコーヒー屋, , , ,,,, , ,0,, 
吉松,32021076,国の違いをリスペクトし、聞き入れる,人生はスゴロク,失敗から学んだ方が深みが出る,選択した責任は自分で取る,心の声を聞く, , , ,,,, , ,0,, 
吉松,32021077,ブームから文化へするには、地元の方たちに来ていただけるお店にする必要がある。,調べれば調べるほど頭でっかちになり、一歩踏み出せない。,選択した責任は自分でとればいい。,目の前にあることを成し遂げていく。,失敗は経験。好きなことにトライすればいい。, , , ,,,, , ,0,, 
吉松,32021079,1人で留学セミナーをしていた,暮らすように旅する,国の違いを聞き入れる,ブームから文化へ,人生はすごろくであっていい, , , ,,,, , ,0,, 
吉松,32021086,ゼロからイチを生み出す仕事,ムーブから文化へ,人生はすごろく,目の前にあることをどんどん成しあげていく,心の声を聞く, , , ,,,, , ,0,, 
吉松,32021337,0から１を作る,仕事を任され続けるということは実績を積んできたということ,やるときめたらやる,人生はすごろく,お客様のニーズに合わせて人との「つながり」を大切にする。, , , ,,,, , ,0,, 
吉松,32021340,ミーティングは立ってやることですぐに終わる,環境を整える,過去から学ぶ,自分の意思は突き通す,自分のキーワードから完成させる, , , ,,,, , ,0,, 
吉松,32021352,チャレンジ精神,諦めない,何事もやってみる,怒られてから反省する,やりがいを持つ, , , ,,,, , ,0,, 
吉松,32021377,褒めることはとても大切,やると決めたら絶対にやる,国の違いを聞き入れる,失敗も大切,人に任されるのは期待されているということ, , , ,,,, , ,0,, 
吉松,32021388,褒めることを大切にしている,人に任されるというのは期待されているということ,国の違いを聞き入れる,自分が空間や環境で感じたことを共有することが大切,失敗することも大切, , , ,,,, , ,0,, 
吉松,32021415,任され続けること,みんなの前で褒める,国の違いをちゃんと聞き入れる,ブームから文化へ,自分の好きだということにどんどんトライする, , , ,,,, , ,0,, 
吉松,32021424,チーフブランドオフィサーの仕事は、ブランド全体を統括したりpr.マーケティング、コンセプトを考える,マルチカルチャーの方々働くことで刺激を受けている。チームマネジメントに努めている。,マルチカルチャーの方々と関わる上でいいところを誉めることは大切。,秘書代行のバイトをして何が向いているかを自己分析していた。,会社の世界観とお客座のニーズを考えて、人のために働いている, , , ,,,, , ,0,, 
吉松,32021501,たくさん経験して、やりたいことを理解する,０から１を作る,小さいことの積み重ねが大事,自分の感性を信じることが大切,人生はスゴロクのように考える、失敗はした方がいい, , , ,,,, , ,0,, 
吉松,32021575,ブランドのやるべきこととニーズをどういう風にくみ取れるかを意識している,様々な経験が今に繋がっている、繋がってくる,人生はすごろく、休む時も振り出しに戻る時もあってもいい。前に進んでいることが大切。,特に大学生のうちは好きだと思うことに、どんどん挑戦していくことが大事,心の声を聞くことが大事、頭で考えた時の判断は鈍ってしまう, , , ,,,, , ,0,, 
吉松,32021599,清澄ブルー,感じる力,新規事業,人生はすごろく,失敗は経験, , , ,,,, , ,0,, 
吉松,32021610,組織に入って仕事を任され続けられるためには、誠心誠意向き合って実績を残すことが大事であること,チームマネジメントの面で、成果が出たらみんなの前で誉めるなど、レコグニションが大切であること,ピラミッドのようにキャリアを考えるのではなく、人生は双六であると捉え、にたくさん失敗を重ねること。,特に日本人は保守的であることから、不確定なものに飛び込むことに抵抗があるが、一歩踏み出すことも大事,会社の理念と顧客のニーズをどのように組み合わせてシンクロさせていくかという視点が大事, , , ,,,, , ,0,, 
吉松,32022004,任されるのは信頼されている証拠,やると決めたらやる,国の違いを聞き入れる,ブランドをブームから文化へ,人生はすごろく, , , ,,,, , ,0,, 
吉松,32022060,やるかやらないかを決める,やると決めたらやる,共有することは大切,学生の間にいろんな経験をすることも経験の一つ,感性を研ぎ澄ますには経験が大切, , , ,,,, , ,0,, 
吉松,32022062,ブランドに共感して、創業者のそばで仕事をできていることがやりがいになっている。,人から必要とかやていることは仕事のやりがいになる。,信頼されないと任せられ続けるはない。それ以下を出し続けたからこその結果。,マネジメントにおいては褒めることが大切。,自分がその空間や環境でどう感じるかを一緒に共感することが重要。, , , ,,,, , ,0,, 
吉松,32022065,任されるということは頼られている,自分が担っている責任,何か結果が出たらみんなの前で褒める,国の違いを聞き入れる,人生は双六であり全てを通して進んでいるため失敗を恐れず一歩踏み出す, , , ,,,, , ,0,, 
吉松,32022066,任されてるということは頼られている、信頼してもらってるということ,学生の間にいっぱい挑戦する,若い時にいっぱい失敗した方がいい,好きだと思うことにどんどんトライする,頭で考えるより心の声を大切にする, , , ,,,, , ,0,, 
吉松,32022078,様々な仕事をすることで自分の適性に気づく,任されることは頼られているということであり信頼されているということ,小さいことでも必要とされたら返そうと思うこと,現地にいる人とのコミュニケーションを大切にする,失敗は経験になるから、好きだと感じるものをどんどん挑戦する。, , , ,Pattern435,仕事こと自分適性ことこと信頼ことこと必要こと現地人コミュニケーション失敗経験もの挑戦,0.93,"対象:32022339 時期:今学期全てのキーワード:様々な仕事をすることで自分の適性に気づくことができた,任されるということは頼られているということであり信頼されているということ,小さいことだとしても必要とされたら返したいと思う,現地の人とも密にコミュニケーションをとることを大切にしていた,失敗は経験になるので好きだと感じるものはどんどん挑戦していくべきである", ,0,, 
吉松,32022086,みんなの前で褒めることを大切にする,アルバイトをして自己分析をし自分を知る,物事を縦にも横にも見れるようにする,成果を出し続ければ任され続けるようになる,失敗も進むことに繋がるから恐れない, , , ,Pattern432,みんな前ことアルバイト自己分析自分物事縦横成果失敗こと,0.87,"対象:31022556 時期:2022/11/13 15:30全てのキーワード:褒めることを大切にする,アルバイトを通して自己分析をし、自分を知る,物事を縦にも横にも見れるようにする,成果を出し続ければ任され続けるようになる,失敗も進むことに繋がるから恐れない", ,0,, 
吉松,32022099,チームマネージメントも文化の違いがある,昔考えてなかったことが今につながっている,成果を出して信頼されなければ任され続けることはない,学生時代にいろんな経験をすること,共有することの大切さ, , , ,,,, , ,0,, 
吉松,32022100,成果を出し信頼されなければ任され続けることはない,昔考えてなかったことが今につながっている,学生時代に色々な経験をすること,ブームから文化へ,ひとしかできないことをたいせつに, , , ,,,, , ,0,, 
吉松,32022339,様々な仕事をすることで自分の適性に気づくことができた,任されるということは頼られているということであり信頼されているということ,小さいことだとしても必要とされたら返したいと思う,現地の人とも密にコミュニケーションをとることを大切にしていた,失敗は経験になるので好きだと感じるものはどんどん挑戦していくべきである, , , ,Pattern435,仕事こと自分適性ことことこと信頼ことこと必要現地人コミュニケーションこと失敗経験もの挑戦,0.97,"対象:32022078 時期:今学期全てのキーワード:様々な仕事をすることで自分の適性に気づく,任されることは頼られているということであり信頼されているということ,小さいことでも必要とされたら返そうと思うこと,現地にいる人とのコミュニケーションを大切にする,失敗は経験になるから、好きだと感じるものをどんどん挑戦する。", ,0,, 
吉松,32022370,「海外留学」留学を通して多くのことを学び、留学の経験が将来の職や興味につながると感じた。,「アルバイト」アルバイトの経験が職業など将来に繋がるということで、私自身も大切にしようと考えた。,「ブームから文化へ」今までの経験があったからこそ生み出された考えだと感じ、心に残った。,「失敗」若い時に挑戦し失敗を通して多くのことを学ぶべきで、失敗を恐れない自分になりたいと思った。,「会社の立ち上げ」ゼロから会社を作り上げる経験を多くされており、成功されているので感心した。, , , ,,,, , ,0,, 
吉松,32022388,長々ミーティングを行うことは得策ではない,チームマネジメントも文化の違いがある,アルバイトを通じて自己分析を行った,成果を出し信頼されなければ任されつづけることはない,人間関係には幅や深みがあること, , , ,,,, , ,0,, 
吉松,32022404,透明性が社会のカルチャー,国の違いを聞き入れることが大事,言われたら100で返したい,人生はすごろく,自分の感覚をみんなに共有することが大事, , , ,,,, , ,0,, 
吉松,32022544,様々な仕事をすることで、自分の適正に気づくことができた、,任されていることは頼られて、信頼されていること。,小さいことであっても、必要とされたら返したい。,現地にいる人とも密にコミュニケーションをとることを大切にしていた。,失敗は経験になるので、好きだと感じるものは挑戦するべき, , , ,Pattern435,仕事こと自分ことこと信頼ことこと必要現地人コミュニケーションこと失敗経験もの挑戦,0.2545454545454545,"対象:32022078 時期:今学期全てのキーワード:様々な仕事をすることで自分の適性に気づく,任されることは頼られているということであり信頼されているということ,小さいことでも必要とされたら返そうと思うこと,現地にいる人とのコミュニケーションを大切にする,失敗は経験になるから、好きだと感じるものをどんどん挑戦する。", ,0,,再履修
吉松,32022579,任せるって信頼,褒めることが大事,見てるよっていうのを出すのが大事,国の違いを聞き入れる,どんなことでもいいから努力してもがくことができることをする, , , ,,,, , ,0,, 
吉松,32023015,深い関係をつくる,感じる力,失敗した方がいい,人生はすごろく,ブームを文化にしていく, , , ,Pattern82,関係力失敗方人生すごろくブーム文化,0.81,"対象:22022228 時期:今学期全てのキーワード:失敗も経験。,心の声を聴く。,人生はすごろく。,ブームから文化へ。,感じる力を育む。", ,0,, 
吉松,32023016,分からないことは周りに聞いて自分なりに理解する。,失敗から学び深みを出していく。,学生の間に様々な経験・感性を研ぎ澄ます。,社会に出た後でも繋がっていられる人間関係を形成することが重要。,頭で考えるのではなく、心の声を聴く。, , , ,,,, , ,0,, 
吉松,32023018,recognition,ブームから文化へ,失敗したことからの学びによって豊かになる,好きだと思うことをまずやってみる,心の声を聴く, , , ,,,, , ,0,, 
吉松,32023025,マルチカルチャーの中で働ける,人から頼られるのは嬉しい,言われたら100返したい,人生はすごろく,頭で考えた判断は鈍る, , , ,,,, , ,0,, 
吉松,32023034,いろんなことを学ぶ過程が楽しい。,海外の仕事で、全部自分1人でしなければならないとき、心が折れそうになった。,全部を任せてくれたことで、鍛えられた。,詳しく知らないことは、周りの人に聞いて理解していく。,お客様の要望には100%で応えたい。, , , ,,,, , ,0,, 
吉松,32023035,テイスティングの際、意見がバラバラでも、個性があって良い。意見を共有することが大切。,失敗は経験。失敗から学んで前に進んでいくもの。,頭で考えるのではなく心の声を聞く。,頭で考えた時の判断は鈍る。,分からないことを聞いて自分なりに理解する。, , , ,,,, , ,0,, 
吉松,32023039,部下を指導するときには、頭ごなしに注意するのではなく「見てるよ」と伝えることを心がけている。,学生時代にたくさんアルバイトをしていた経験から、自分の適性ややりたいことを見つけることができた。,アルバイト時代に怒られた経験から、自分自身が担っている役割の重さや責任を負うことの大変さを学んだ。,「ブームから文化へ」をキーワードに地元の人から愛される「町の珈琲屋」を目指している。,頭でっかちになって考えたことは大体失敗したことから、心の声を聴くことを大事にする。, , , ,,,, , ,0,, 
吉松,32023044,任されるということは頼られているということ,自分が関わったことには責任をもつ,失敗はたくさんしたほうがいい,人生はすごろく,心の声をきくことが大切, , , ,Pattern436,ことこと自分こと責任失敗ほう人生すごろく声こと,0.81,"対象:38022056 時期:2022/11/10 15:17全てのキーワード:任せられることは頼ってくれていること,自分の責任,英語,人生はすごろく,失敗した方がいい", ,0,, 
吉松,32023047,たくさん褒める,やるって決めたらやるだけ,みんなで共有することはとても大事,ブームから文化へ,心の声をきく, , , ,,,, , ,0,, 
吉松,32023048,自分の意見を共有することが大切,国の様々な違いを聞き入れる,常に目の前にあることをしっかりと成し遂げる,失敗は経験,心の声を聴く, , , ,,,, , ,0,, 
吉松,32023056,物事は考えすぎると何も行動に起こせない,思い立ったら行動する,失敗を恐れない,失敗は成功のもと,大人になったとき失敗するとどんどん傷が深くなる, , , ,,,, , ,0,, 
吉松,32023061,アルバイトで色々な経験をする,バイトや趣味などから自分の適性を知る,0からつくり始める仕事を任され続けた,転職を何度かして自分の適性に合った仕事を見つけた,学生時代に色々なことに挑戦すると良い, , , ,,,, , ,0,, 
吉松,32023066,帰国子女である彼女にとってブルーボトルコーヒーはマルチカルチャーの中で働けるいい職場である,その町にたった一つの店を設置することでさえもその町の文化が変わっていく,学生時代に秘書や有馬温泉など様々なバイトをやったおかげで自分は何が向いているのかに気づけた,信頼を得たからこそ人材社会に就職したときにはたくさんの新しい事業を０から1まで任され続けた,ブランドというのはブームで去っていくのではなくそこから文化となっていくことが最も大切である, , , ,,,, , ,0,, 
吉松,32023071,失敗があってもいい。失敗から学ぶことはたくさんある。,選択した責任は自分で取ればいいから自分の中で決めたことはやりきる。,人とのかかわりつながりはとても大切。,好きだと思うことにトライしてみるといい。,自分の心の声を聴いて行動してみる。, , , ,,,, , ,0,, 
吉松,32023077,ブームから文化へ,ブームにするには、まず地元の方々に来ていたたげればならない。,選択した責任は自分でとる,日本人は不確実な状況に弱い,頭で考えた選択はだいたい鈍るので、心の声を聞くことが大切, , , ,,,, , ,0,, 
吉松,32023089,いろいろな仕事を繰り返してやってみる,０から１をつくりあげる,人生はすごろく,信頼されないと任され続けない,今打ちこめることをやってみる, , , ,,,, , ,0,, 
吉松,32023090,学内だけでなくアルバイトを通して将来の仕事につながる自分の適性について気づくことができた,小さいことでも人から必要とされることや期待に応えようとすることにやりがいを感じる,仕事に対して誠意をもって一生懸命取り組むと成果を出すことができ信頼を勝ち取れる,海外でのブランディングにおいてその国の違いや意見をどこまでリスペクトして聞き入れるかが大切,常に目の前にあることをしっかりやり遂げ人のために行動する, , , ,,,, , ,0,, 
吉松,32023095,まかされつづけたということは、成果を出し続けたということ,学生生活中に徐々に自分の特性について気づいていった,任されるというのは運命であり、誠意を持っているということ,0から1を立ち上げる,学生に時代に想像していなかった未来はできることもある, , , ,,,, , ,0,, 
吉松,32023096,任されることは信頼されているということ,心の声を聞く,失敗は経験,人生は双六,やると決めたらやる, , , ,Pattern52,こと信頼こと声失敗経験人生双六,0.85,"対象:22021384 時期:2022/11/9 0:47全てのキーワード:やると決めたらやる,人生はすごろく,失敗は経験,心の声をきく,色々なことを経験したり見たりすることは大切", ,0,, 
吉松,32023097,誠意を持って実績を示すことが社会人人生のスタート。,マネージメントで大切なことは褒めること。,人生はすごろく,失敗は経験,頭で考えすぎず、心で考える。, , , ,,,, , ,0,, 
吉松,32023110,転職などを通して、前の会社の経験を活かし、新たなスキルが身に付くこともある。,なにかやっていることで結果が出たり、成功したりしたときは、みんなの前で褒めるようにする。,その町や地域で流行っているブームなどを文化にしていく。,学生時代にサークルでも何でもいいので、「自分はこれを頑張った」という経験を作っておく。,今は役に立たない知識や頑張りでも遠い目で見ると後々必ず役に立つ。, , , ,,,, , ,0,, 
吉松,32023111,言われたら１００で返す,目の前のことをしっかりと成し遂げていくことが大切,失敗は経験,心の声をきくことが大事,頭で考えた判断は鈍る, , , ,,,, , ,0,, 
