回答日時,受付番号,学籍番号,1,2,3,4,5
2023/4/29 15:52,1727348,26023162,やると決めたら楽しむこと嫌と思ったらできない。,仕事で上手くいった時が楽しい仕事に対するモチベーションを感じた。,自分で考えて行動をする。この行動が将来につながると感じた。,自分がちっぽけな存在と感じる。そこからいろんなことにきずかされると感じた。,甘やかしすぎではいけない時には厳しいことを言わないといけない。
2023/4/29 15:51,1727345,22023456,専門分野は自分の好きなことを宣言すること。そこから経験に繋がりどんどん仕事が広がった。,嫌だと思ったらできない。やると決めたら楽しむ。,来た波には乗るがどんな仕事も真剣勝負。自分が努力しないと得られるものはない。,しんどい時に第三者的に考える。俯瞰でものを見ることが大事。,実績を上げると信頼を得て、それが自信に繋がりまた実績を上げることになる。キャリアの正のスパイラル。
2023/4/29 15:47,1727338,23022090,やると決めたら楽しんでやる,弁護士の仕事は第三者的に全力を尽くすこと,俯瞰的な視線が大切,結果を深く考える前に来た波に乗る,実績→信頼→自信
2023/4/29 15:45,1727332,25023127,何年たっても中央芝生から見える時計台の風景が変わってないことは、関学の良さの一つである。,一度物事をやると決めたら、つらいことがあっても最後までやりきることが大切である。,仕事などをする時に自分のやってることを第三者の視点から考えてみるとうまくいきやすい。,大変な仕事をこなしていく経験をすることで、自分の自信につながっていく。,インターネットで情報を得るだけでなく、実際に行動してバイトやインターンなどを経験することが大事。
2023/4/29 15:41,1727322,23022591,新人の頃から自分で考えて自分で行動する経験ができたことが大きい,弁護士は第三者からの目線が大事,きた波には乗って全力を尽くす,依頼は信頼してもらうことが一番大事,依頼者が決断できないのは不安要素が残っているためなので、細部まで説明して安心させる
2023/4/29 15:40,1727319,26023564,やると決めたら楽しむ,物事を俯瞰的にみる視点が大切,きた波に乗る,全てにおいて真剣勝負,聞かれる前に連絡する
2023/4/29 15:37,1727317,31023105,やるときめたらたのしむ,やるかやめるか,のびしろがあるとまんぞくしない,コミュニケーション,人のつながりは大切
2023/4/29 15:33,1727310,25023084,一つのことをやると決めたら楽しむ,自分の存在がちっぽけだと感じる日が来ると大人の始まりに近づく,やると決めたら最後までやりきる,自分の意志で楽しむことが大切,自分で考え、自分で行動することが将来活躍するのに役に立つ
2023/4/29 15:30,1727305,38023528,声をかけてくれているのであればその波に乗ってただやるのではなくて一生懸命に取り組むこと。,自分の知識をだれに使うのかって自分の利益のためではなく他社の利益になるように考えながら取り組んでいる,チャットワークとかが出てきてそれに対する法律問題がないので難しいのでとても苦労している。,いかに事実があったとしてもそれを主張して裏付けしないと負けるのでそこがうまくいったらうれしいこと。,好奇心を持っていろんな現場に行きそれで体感して、価値があるので楽しんで学生生活を送ってほしい
2023/4/29 15:26,1727288,24023422,やると決めたら楽しむ,第三者的な視点を持って全力を尽くす,自分で考えて自分で行動する,来た波には乗る,実績を上げて信頼を得て自信につながる
2023/4/29 15:24,1727285,26023352,弁護士は堅苦しいことは少なく、顧客に親身になって寄り添う職業。弁護士の仕事にも様々な分野がある。,弁護士の仕事のイメージはドラマのように弁護することは年3～4回ほど。資料準備が主な仕事。,小島さんは司法試験の勉強に対して、予備校に通いながらひたむきに勉強をしていた。,司法試験の勉強の際、同じ志を持つ友人と励まし合うことで乗り越えられた。,司法試験合格者は様々な年代の人がいて、研修の際色んな人と助け合いながら実務勉強をしていた。
2023/4/29 15:23,1727279,39023030,やると決めたら楽しむ,チャンスが来たら波に乗る,第三者の視点で見る,聞かれたり言われたりする前に行動を起こす,実績→信頼→自信→実績→信頼→自信
2023/4/29 15:22,1727277,29023133,やると決めたら楽しむこと嫌だと思ったらできないやるかやめるかのどちらか,弁護士は第三者的に全力を尽くす,伸びしろがあると自分で満足しない,新しいことにチャレンジしたい知らないことに興味を持つ,自分が努力しない限り何か得られるものがない1つ1つの仕事が真剣勝負
2023/4/29 15:22,1727275,24022592,ボスに巡りかえる,やると決めたら楽しむ,波が来たら乗る,実績をまずあげる,やりきる力を持つ
2023/4/29 15:21,1727274,31022036,やると決めたら楽しむ,自分で考えて行動する,自分の未熟なところを伸びしろがあると捉える,来た波には乗る,法律の勉強はいろんなところで役立つので絶対に無駄にならない。
2023/4/29 15:21,1727272,25023614,裁判においてドラマのように弁護士がやりあうのは年に数回。,弁護士の仕事と教育の仕事は１８０度違う。,司法試験の内容と実務は異なる。,裁判官になるためには成績が優秀でなければならない、そして公務員なので転勤がある。,めに見えた働きをするとと自信につながる。
2023/4/29 15:18,1727264,34023131,司法試験の資格予備校の人達とみんなで支え合ったことが大きかった,弁護士の仕事は第三者的に全力を尽くすことであるため第三者的な視点を持たなければならない,自分が不満に思ったことは授業でしないようにしている,自分が努力をしない限り何か得られるものは無い,実績を上げることで信頼を得られる
2023/4/29 15:17,1727262,24023028,やると決めたら楽しむ、嫌だと思ったらできない,一つ一つの出会いを大事にすることが大事,人の話を親身に聞くことが大事,一つ一つの仕事に真剣勝負する,法律の勉強は絶対に無駄にならない
2023/4/29 15:15,1727256,23022422,やると決めたらやるという言葉だ。環境や人を言い訳にするのではなく、自分で決める自由があると感じた。,やりたいことが見えてくる。時代や努力の量、それによって自分のやりたいことが見えてくると感じた。,楽しいは自分で作る。なにかに熱中したり、尽力することも楽しいにつながりそうだ。,信頼を得ることが原動力になる。自信、自尊心は生きる活力だと感じた。,楽しめるものを楽しむ。自分で楽しいかどうかは決められるので、人に左右されず、「自分」を強く持ちたい。
2023/4/29 15:07,1727240,25023164,やると決めたら楽しむ,自分が努力しなければ何も得られない,自分のことを知ってもらう,負け試合と分かっていても引き分けに持っていけるくらい熱心に向き合う,新しい法律はどんどん出てくるのでずっと勉強を楽しむ
2023/4/29 15:03,1727231,24023252,自分がやると決めたことは楽しむ,自分で考えて自分で行動する,波がきたらのる,信頼を得る,実績による自信をつける
2023/4/29 15:02,1727229,26023108,逃げるのではなくやると決めたら楽しむ,俯瞰的に第三者の視点を持つことが大切,知らないことに興味を持つ,人との出会いが助けてくれることがあるし周りの大切さに気づく,好奇心を持って自ら足を運んで経験する
2023/4/29 15:01,1727226,31023010,やると決めたら楽しむ。,好奇心を持って様々なことにチャレンジしてみる。,何事にも前向きに取り組んでみる。,日頃から自分で考えて自分で動く力をつけておくこと。,俯瞰的にみるようにすること。
2023/4/29 15:00,1727225,38023599,困難な物事に対してもやると決めたら楽しむことが大切,大きな成功体験をして自信に繋げる,1つ１つの依頼された仕事に関しては真剣に誠意をもって取り組む,入った事務所が人を育てる事務所だったように自分で考えて行動すること大切,未来についてそこまで深く考えすぎず波に乗って依頼を受けることも大切
2023/4/29 15:00,1727222,34021046,やると決めたら楽しむ,来た波に乗る,一つひとつの仕事が真剣勝負,実績を示すことが信頼につながり、それが自信につながり連鎖すること,自分の知識を誰のために使うのか
2023/4/29 14:53,1727212,32023379,やると決めたら楽しむ,自分に流れ込んだことは受け入れてやってみる,自分の利益よりも他人の利益を優先し大切にすること,やってみたいことは一度チャレンジしてみるインターンや留学など,自分の意志で周りや噂に過度に流されないようにする
2023/4/29 14:48,1727205,31023306,責任,必死になり悩まず打ち込む,負け試合と分かっていても何とか食らいつこうとする熱意,コミュニケーション能力,常に新しいことを楽しんで勉強する
2023/4/29 14:47,1727204,24023447,自分がやると決意したら楽しむ。,人に頼るのではなく自分自身が努力をしない限り得られるものは何一つない。,自分がこれをしたい、これが楽しいと感じたらそれに集中しろ。,コミュニケーションと勉強することが大好きな学生は弁護士に向いている。,Masteryforserviceとは自分自身が持っている知識を誰のために使うかということである
2023/4/29 14:46,1727203,31023581,やると決めたら楽しむ事が大切,弁護士の仕事は第三者的な目線から全力を尽くす事が大事,弁護士は悩んでいる人が目の前にいるのでMasteryforServiceを体現できる仕事,司法試験は難しい試験ではあったがマイペースな性格だったからこそ合格できた。,個人のお客様が相手ならコミュニケーション能力とずっと法律の勉強を楽しむ力が必要
2023/4/29 14:35,1727191,22023734,やると決めたら楽しく,弁護士は第三者的にできることをする。,来た波に乗る,実績自信信頼,俯瞰的にみる
2023/4/29 14:34,1727190,22023204,関学のコミュニティ,やらなきゃいけないことを楽しむ,テレビ,仲間,弁護士は将来の幅が広がる
2023/4/29 14:33,1727187,24022378,やると決めたら楽しんでやる,依頼人に感情移入しすぎずに第三者的視点で見る,波に乗る,軽い気持ちでやるのではなく責任感を持って取り組む,何事にもポジティブにチャレンジしてみる
2023/4/29 14:30,1727183,25023307,自分の存在がちっぽけだと思うのが大人の入り口,やると決めたら楽しむ,実績をあげる→信頼を得る→自身が付くのサイクル,自分の利益だけでなく他人の利益も追及する,最終的な結果まで想像し過ぎないレベルで波に乗ってみる
2023/4/29 14:30,1727179,25023679,役立つことへの喜び,傾聴,やるって決めたら楽しむ,新しいものに対応する大変さ,来た波には乗る
2023/4/29 14:29,1727177,29023299,自分でやるということを自分の意志で決断したのであれば、そのことに責任をもって、楽しむだけ。,自分で考えて、自分で行動する。他人の意見に委ねない。,物事に熱中することは良いことだが、第三者の視点を持って俯瞰することも大事。,自分への波を作ってくれた人の思いを受け取り、『来た波には乗る』。,経験したことない、新しいことに積極的に挑戦する。知らないことのほうが、興味深いから。
2023/4/29 14:28,1727176,23022684,やりたいことが出てくれば、集中する,やると決めたら、楽しむ,現在の努力と辛さは、未来の活躍に繋がる,自分弱さを知ることが大人の始まる,実績をあげるによって、信頼が得られる、信頼によって、自信も繋がる
2023/4/29 14:24,1727169,25023481,熱中するのは大切だけど、俯瞰的に見ることも大切,第三者の視点を持つことが大切,来た波に乗り、ただ乗るだけでなく乗ったうえでやるべきことを見つけしっかりこなすことが大切,マスタリーフォーサービスの精神を他社の利益のために活用する寳保を探す,好奇心を持って自ら体験しに行くことが大切
2023/4/29 14:24,1727167,29023330,自分がやると決めたら楽しむこと,自分が役に立った時のうれしさ,新人のうちに自分で考えて行動する,ネットで調べることもいいが好奇心を持って自分で体験してみる,波が来たら乗ることしかしただ乗るのではなく実績として誠心誠意返す
2023/4/29 14:23,1727163,23022260,やると決めたら楽しむ,時には消去法を用いる,第三者的な視点を持たないといけない,来た波には乗る,他人のために知識を活用する
2023/4/29 14:19,1727155,29023256,来た波に乗る,好意心を持って行動する,やると決めたら楽しむ,周りに流されない,聞かれる前に伝える
2023/4/29 14:17,1727147,22020189,やると決めたら楽しむ,先の事を考えすぎず、来た波に乗る,自分のペースで学ぶこと,自分の小ささを知ること,挑戦してみること
2023/4/29 14:17,1727146,29021106,やると決めたら楽しむ最も印象に残った言葉です。何事にも通ずる言葉だと思いました。,波が来たら乗り、実績を出して信頼を獲得する。そして自信につながることの重要性を学びました。,第3者の目線で仕事する弁護士自分を客観視することが重要だと思いました。,新しい仕組みについていくこと環境が急速なスピードで変わる現代で何をするべきか。,弁護士は様々な仕事に必ず活かされる。人とのつながりや、手助けをするなかで色々なものが見える仕事。
2023/4/29 14:13,1727141,22022059,やると決めたら楽しむ,第三者的な視点で俯瞰する,来た波には乗る,いろんな現場に行きいろんな経験をする,自分の知識を他者の利益のために使う
2023/4/29 14:12,1727139,26023292,やると決めたら楽しむという言葉が印象に残りました。自分も楽しむことを意識しようと思いました。,第三者の目から俯瞰的に物事をとらえることの大切さを学びました。いろんな場面で活かしたいです。,来た波には乗るという言葉が印象に残りました。自分もこの姿勢でチャンスをつかみたいなと思いました。,聞かれる前に連絡することの大切さを学びました。信頼関係を築くうえで大事にしようと思います。,好奇心を持っていろんな現場に行き、体験したことを活かしていくことの大切さを学びました。
2023/4/29 14:12,1727136,24023711,世の中のすべては法律によって成り立っている。,一度やると決めたことは楽しむ。,大学や司法試験での仲間たちとそれぞれの様々な経験を共有しあって案件を進めた。,物事に必死になると疑問を持たずにただそれだけに打ち込むことが成功の秘訣。,人がよかれと思って自分に回してくれた波には必ず乗る。
2023/4/29 14:05,1727121,25023139,やると決めたら楽しむ,自分で考えて行動する,まんぞくしない,好奇心を持って色々な現場に足を運んで、自ら体験して経験する,自分がちっぽけだなと気づいた時が大人の始まり
2023/4/29 14:02,1727114,31023057,アルバイトをたくさんの種類を経験し、自分で大学の学費を払っていた。,小島さんは自分が「やると決めたら、楽しむ。」,自分はちっぽけだと思っていなったが、就職してから、周りがすごく自分はちっぽけだと気づいて、成長できた,上司がいい人であったため、新人の頃から、仕事を任せてもらい、成長につながった。,政治おいて、依頼者の不安は自分の問題であり、第3者の目線が大事になる。
2023/4/29 14:00,1727110,24023060,実際の案件を扱う弁護士実務と弁護士になるまでの勉強は、全くの別物であり、勉強し続けることが必要である,司法試験に合格後の司法修習期間には、裁判所や検察庁、弁護士事務所のリアルな業務を経験することができる,弁護士実務において、クライアントに感情移入しピッタリと寄り添うのではなく、第三者視点で向き合うこと,依頼者にとって、自分に起きている法律問題は決断の連続であり、依頼者が決断するのをしっかりと支える,弁護士として心得ておくことは、どれだけの事実を重ねても、証拠で裏付けできないと全く意味がないこと
2023/4/29 13:59,1727109,29022252,嫌だと思ったらできない,第三者的な目線,やりがいは、法律相談で相談された際に自分の言葉で相手の表情が明るく変わること,来た波に乗る,やると決めたら楽しむ
2023/4/29 13:58,1727107,23023081,やると決めたら楽しむ,現状に満足しない,第三者的な視点を持つ,傾聴することの重要性,常に学び続けることが重要
2023/4/29 13:58,1727106,26023334,masteryforserviceの精神は今、実感でくなくとも、将来で絶対に役立つ精神である。,やると決めたら楽しむ楽しんでする方が、嫌々するより身につくだろうし、良いと思いました。,関学であることで人との繋がりが増えた。関学であることに誇りと自覚持とうと思います。,色んなことに挑戦するべきだと思いました。政治学科卒でも弁護士になり、自分次第で何にでもなれる,知らないことが有利になることがある怖いもの知らずであることで、足を踏み込めるとりあえず行動する。
2023/4/29 13:56,1727096,23022294,役に立てる喜び,実践,ちっぽけ,経験,来た波に乗る
2023/4/29 13:48,1727087,37022257,やると決めたら楽しむ,弁護士の仕事は第三者的に全力を尽くすこと,新人の時代から自分で考え行動することは大事,まずは実績を上げることで信頼を勝ち取って自信になりさらなる実績となる,好奇心を持って自ら行動し経験にする
2023/4/29 13:47,1727083,29023481,やると決めたら楽しむ,第三者目線で俯瞰的に物事を見ることが大切,期待や信頼をされたら不安でも精一杯それに応える,来た波には乗る,自分が努力しないと何も得られない
2023/4/29 13:46,1727079,31022362,やると決めたら楽しむ,弁護士は第三者的にクライアントに尽くす,弁護士は「人の役に立っている」ことをダイレクトに実感できる職業である,何かに必死になるとそのことに対して疑問を持たない,自分の持っている知識を他者の利益のために使う
2023/4/29 13:43,1727072,25022535,来た波に乗る良かれと思って声をかけてくれているので躊躇いがあっても挑戦してみる,努力しなければ金は稼げないので１つ１つの案件に真剣勝負する,やると決めたからには楽しむ。前向きに取り組まないことは自分を苦しめるだけ,上司が人任せな性格だったため短期間でさまざまな仕事を任せられ、経験を積めた。,マイペースな性格のおかげで難関の司法試験を諦める事なく取り組めた。
2023/4/29 13:41,1727070,34023134,やると決めたら楽しむ,自分のちっぽけさを知るのが大人の始まり,きた波には乗る,目の前のことをこなす,出会いや周りの人の大切さ
2023/4/29 13:40,1727069,26023185,やると決めたら楽しむやりたいことが出てきたらとことんやる、司法試験に落ちても挑戦し続ける,やったことがないことに興味を持つ世の中法律で回っていると気づいたら面白くなり法学部に入るきっかけに,楽しんできたことを競ったことがなかった司法修習生で壁にぶつかる,裁判所の言うことが自分の書面で変わった目に見えた成功体験今まで自信がなかった自分の役に立った感,ボスが新人時代に色々なことをさせてくれたから今がある
2023/4/29 13:39,1727067,29020372,自分のペースを持つ,やるときは楽しむ,ビジネスは俯瞰的・第三者的な目線を持つことが大切。,自分が努力しない限り得られるものはない,自分の知識を自分の利益の為にだけでなく他の人の利益の為にも使う。
2023/4/29 13:38,1727064,38023041,やると決めたら楽しむ。,第三者視点に俯瞰的に立って物事を見て最善を尽くす。,成功体験を大切にする。,チャンスをつかみ、波に乗る。,実績を出して信頼を得る。
2023/4/29 13:38,1727063,24023399,やると決めたら楽しむ,俯瞰的に物事を見る,弁護士は人の役に立てるのがダイレクトにわかる仕事,実績→信頼→自信のサイクル,来た波には乗る
2023/4/29 13:37,1727059,25023045,やるときめたら楽しむ,俯瞰的に見てみる,自分で考えて、自分で行動する,来た波に乗る,実績、信頼、自身の正のスパイラル
2023/4/29 13:36,1727057,23022557,顧問の弁護士,やると決めたら楽しむ,俯瞰的に見ることが大切,パートナー弁護士,来た波には乗る
2023/4/29 13:35,1727056,26023170,ドラマのような法廷での裁判は年に数回。,やりたいことを自分のペースでやっていくタイプ。,全体を俯瞰して第三者の視点から物事を見るのが弁護士の仕方。,依頼者に決断させるときに自分の説明の仕方で変わってくる。,事実だとしても裏付けがないといけない。
2023/4/29 13:28,1727038,22023214,専門分野というのは自分の好きなものを宣言するということ。実際宣言することで自然と仕事が増えた。,やると決めたら楽しむ。前向きに、いやだと思ったらできない。,弁護士の仕事は第三者的に全力を尽くすこと。依頼者と同じ立場に立つのではなく、俯瞰的にみる。,来た波には乗る。良かれと思って声をかけてくれていると思って乗ってみる。,お金は降ってこない。努力しない限り何か得られるものはない。だから一つ一つ真剣勝負。
2023/4/29 13:25,1727033,32022004,やると決めたら楽しむ,来た波には乗る,好奇心をもち現場に足を運んで自ら体験する,新人の頃から自分で考えて行動する,自分が努力しない限り得られるものはない
2023/4/29 13:22,1727028,36022512,やると決めたら楽しんですること,社会に出ると人との繋がりがとても大切,好奇心を持って自ら体験する,来た波にはしっかりと乗る,時には厳しいことを言う
2023/4/29 13:22,1727027,26023277,やると決めたら楽しむ,来た波には乗って自分のものにしていく,自分の知らないことの方に興味を持つから新しいことにチャレンジしてみようと思う,今自分の目の前にあること1つ1つに真剣に取り組んでいく,持っている自分の知識を誰のために使うのかということを考える
2023/4/29 13:19,1727023,34023095,やると決めたら楽しむ,自分はちっぽけと感じたら大人になった印,きた波には乗る,すべての依頼に真剣勝負,知識を他者の利益のために活用する
2023/4/29 13:19,1727022,26023274,やると決めたら楽しむ姿勢が大切,弁護士といっても裁判所に出て議論することは少なく、書類づくりが多い,今の現状に満足せずに、常に伸びしろを求める姿勢が自分の成長につながる,新しいことに挑戦することが自分の可能性を見つける鍵になる,西宮北口キャンパスで司法試験の授業が行われている
2023/4/29 13:19,1727020,25023503,やると決めたら楽しむ。マイナスなことは考えずに大変なことでも逃げずにポジティブに考える。,熱中しすぎずに俯瞰的にみる視点は、ビジネスをしていくうえで大切なことである。,自分の存在がちっぽけに感じることは大人の始まりである。,来た波に乗る。せっかく声をかけてもらったからにはそれに全力で応える。,実績を上げて、周囲の信頼を得て、自信に繋がる。これが回っている。
2023/4/29 13:14,1727015,24023108,やりたいことや、楽しいことを見つけて自分がやると決めたら楽しむ。,ちょっと違う視点から見て、この人の将来にっとって何がいいのかを考える。,実績をつけると信頼を得ることができ、それが自信につながる。,自分の知識を誰のために使うのかや、他者の利益のためにどうやって使うかを考える。,好奇心を持っていろんな現場に足を運んで、経験する。
2023/4/29 13:13,1727013,38023012,司法試験のためにしていた勉強と弁護士になってから実務のための勉強に違いがある,司法試験は5月の試験に受かれば７月の試験というように次に進んでいく,いやだと思ったらできないのでやると思ったら楽しむことが大切,司法試験は基本となる法律の知識を試す試験であり実務で使えるようにする期間がある,個人情報を出すと問題が起こった時に大変なので昔は弁護士は名前や顔をホームページに出していなかった
2023/4/29 13:01,1727002,22023594,来た波に乗る,新しいことにチャレンジする,努力をしない限り得られるものはない,人との出会いが自分を助けてくれる,自ら体験してそれを経験にする
2023/4/29 12:57,1726999,29023430,やるかやらないか迷っていても、人が提案してくれたことにはとりあえず否定せずにやってみる。,来た波にはのる。真剣に取り組んでみる。,難しいことでもポジティブにとらえる。,弁護士の仕事は、マスタリーフォアサービスの精神の他者の利益のために働くという部分に合致している。,学生の内は何でも挑戦していろいろなことを経験することが大切。
2023/4/29 12:41,1726980,24023714,困難なことでもやると決めたら楽しむと決めることが大切。楽しむというのは、自分の意志で決めるということ,実績を上げ、周囲の信頼を得らことが自信につながり、その自信を持って実績をあげる循環。,自分の知識をMasteryforServiceに則って他者の利益のために使う。,好奇心を持って積極的に色々なことを体験し、そこで学んだことを自分のものにしていく。,来た波に乗る。そして、波を作ってくれた人のためにも誠心誠意さまざまなことに取り組んでいく。
2023/4/29 12:32,1726971,23023175,やると決めたら楽しむ,波が来たらのら,実績をあげ、信頼を得て、自信を持つキャリアの正のスパイラル,自分がちっぽけだと感じた時が大人の始まり,自分の知識をどう他人の利益に使うか
2023/4/29 12:25,1726960,29022387,自分のやりたいことを自分のペースでやっていく。やると決めたら楽しむ。,全部お役に立てることは出来ないが、自分がお役に立てることがあるのだと気づいた。,新しいことにはチャレンジしていきたいからこそ、来た波には乗ってみる。,自分が努力しない限り何か得れるものはないからこそ1つ1つの仕事は全て真剣勝負である。,弁護士は自分の知識が時には自分の利益のためであるが、他人の利益のために役に立っていることを実感出来る
2023/4/29 12:21,1726953,38023590,楽しいことやりたいことに集中する→やると決めたら楽しむ,弁護士の仕事は第三者として全力を尽くす俯瞰して物事を考えることが大切,自分はちっぽけだと感じて認めることが大人の始まり,お金は降ってくるものじゃない→１つ１つの仕事が真剣勝負,キャリアとは実績→信頼→自信のスパイラル
2023/4/29 12:21,1726952,25023237,やると決めたら楽しむ。,色々なものに好奇心を持って、自ら足を運び経験を積む。,自分にはまだ伸びしろがある。,人とのつながりは大事である。,波にのってみることで良いこともある。
2023/4/29 12:15,1726944,26023375,実績、信頼、自信,自分自身の足で体験すること,やると決めたら最後までやり抜くこと,自分で考え行動すること,物事を主観的に見るのではなく俯瞰的に見ると見え方が変わること
2023/4/29 12:13,1726940,22023393,やると決めたら楽しむ,第三者的な立場で考える,来た波に乗る,自分が努力しないと得られるものはない,好奇心を持ちいろんな現場に足を踏み入れて自ら体験して経験する
2023/4/29 12:13,1726938,25023188,勉強と実務で必要になる知識は全然違う,やると決めたら楽しむことが大事,知識だけで事例を解決するのは難しい,熱中するのは大切だが、冷静に第三者的な視点を持つ,好奇心を持って、いろんな現場で自ら体験することに価値がある
2023/4/29 12:07,1726931,24022014,やると決めたら楽しむ,自分のことが小さく感じたら、大人の始まり、ネガティブに考えすぎない,時分で取り組んでみることが成長に繋がる,関学にいたということが後々役に立つことがある,好奇心を持って色んな現場に足を運び、自ら体験し、それを経験に変えていく
2023/4/29 12:03,1726926,38023415,書面作りが一番大変テレビとかとは、全然イメージが違った,大学に行こうか迷っていたが関学を見てここに行くと決めた。そこから努力してやりきるのがすごい。,世の中すべて法律で回っているよく考えてみると確かにそうだと思った。,やると決めたら楽しむ自分も何事にも楽しんでやろうと思った。,人の役に立っているのがわかる人の役に立っているのがよくわかるのはとてもやりがいがあると思った
2023/4/29 12:03,1726924,25023434,法学部に行っていた,司法試験合格,弁護士登録,独立,母校で准教授
2023/4/29 12:02,1726921,23023165,やると決めたら楽しむ,弁護士の仕事は第三者的に全力を尽くすこと,傾聴,法律問題は決断の連続,留学
2023/4/29 12:02,1726920,37021623,語学力,やると決めたら楽しむ,情報,第三者視点,自分の意思で決まる
2023/4/29 12:02,1726919,31023356,法学部政治学科は女の子が少なく、3人ほどしかいなかった。,検察庁で、実際の取り調べを体験出来る,司法修習生,実際の取り調べでは検察官役をやった,小島さんは語学は優だったが、キリ教は可だった
2023/4/29 12:00,1726913,31023543,すると決めたら楽しむこと。,来たものには乗って、自分が努力し、毎回全力で取り組むこと。,常に新しいことを知ることへの好奇心。,常に学ぶ姿勢、学ぶことに楽しみを持っていること。,弁護士という仕事で誰かをサポートする素晴らしさ。
2023/4/29 11:54,1726910,23022428,やると決めたら楽しむ楽しむことを決める,新人の頃から自分で考えて自分で行動する,波が来たら乗る,自分の知識を他者のために活用できる方法をいつも探してる,新しい仕組みについていく
2023/4/29 11:50,1726901,39023028,やると決めたら楽しむ,留学やアルバイトなどのすべての経験を積極的に取り組む。,学部学科にとらわれず選択する道はたくさんあること。,他者やクライアントとのかかわりの中でmasteryforservicsを実感する。,目標は今できることをしっかりやりきる。
2023/4/29 11:44,1726889,22022586,専門分野は自分の好きを宣言するもの。,経験があって自分も役に立てることがわかった。,自分が努力をしない限り、何も得ることはできない。,やると決めたら楽しむ。,来た波には乗る精神。
2023/4/29 11:42,1726884,23022125,楽しむ,来た波に乗る,いろいろな体験をする,やり始めたことはとことんやってみる,法律を学ぶことはどんな道に進むときにも損しない
2023/4/29 11:41,1726883,29021387,コミュニケーション,前向きに捉える,楽しむ力,常に新しいことを勉強,熱意
2023/4/29 11:33,1726871,29023316,やると決めたら楽しむ,波に乗る,弁護士はMasteryForServiceを一番実感できる仕事,初めは大学に行くつもりがなかった,司法試験の勉強が楽しかった
2023/4/29 11:33,1726870,38023570,したことないことに挑戦する,知らないほど怖いものはない,やると決めたら楽しむ,究極はやるか、やめるか,新人時代から自分で考え行動することは大切
2023/4/29 11:22,1726858,34023226,入社して、自分で考えて行動する力を養った。,弁護士は第三者的に全力で尽くすこと、全体を俯瞰する。,人の役に立っていると自覚できる仕事。,インターンとかアルバイトを実際に体験してみることにも価値がある。,やると決めたら楽しむ。
2023/4/29 11:21,1726855,32023071,やると決めたら楽しんでする。,物事を俯瞰してみる。,好奇心を持って足を踏み入れ見る・経験してみる。,嫌だと思ってしまったら取り組むことが難しくなる。,自分にきた仕事に責任を持って取り組む。
2023/4/29 11:19,1726852,29023096,やると決めたら楽しんでやる,好奇心を持って学生生活を送る,向かってきた仕事には真摯に取り組む,クライアントに自分の情報を前もって知ってもらうことでギャップをなくす,目の前にあることをとりあえず全力でやる
2023/4/29 11:16,1726845,26021297,やると決めたら楽しむ,世の中は法律でできている。,知識がない・知らないと怖いものはない,弁護士は決断の連続。,熱中しすぎるのではなく第三者的な目線・俯瞰して物事を見ること。
2023/4/29 11:12,1726837,22023147,嫌だと思っていったらできないし、やると決めたらそのことを全力で楽しんでいくことがとても大切。,のめりこんで熱中することは大切だけれど、俯瞰で第三者視点で見ることはビジネスにおいてもとても大切。,電子契約を例にして弁護士の世界では新しいことが常に入ってくるので、常に勉強する姿勢が大切。,弁護士は儲かる仕事ではなく、一つ一つが真剣勝負で自分が努力しない限り何かを得ることはできない。,せっかく関学に入ったのでそのネットワークを活用していろんなことを体験しそれを将来に生かす。
2023/4/29 11:11,1726836,26023093,やると決めたら楽しむ,成功体験をきっかけに自信がついた,来た波には乗る,実績をあげることにより信頼を得ることができる。そして自信を得ることができる。,他者の利益のために活用できることを探す
2023/4/29 11:11,1726834,25023342,やると決めたら楽しむ,間学生というのを生かして様々な人と出会って自分の人生のきっかけを作る,自分が今までやってきたことから一度外してみると新しいものに出会える,インターネットを使うのもいいけど直接知見を広めたりインターンなどを活用したほうがいい,労災の裁判で逆転したという成功体験がある
2023/4/29 11:10,1726829,26023696,やると決めたら楽しむ,来た波に乗る,熱中するのはいいけど俯瞰することも大切。第三者的視点をもつ。,自分にできることがあると気づく経験,好奇心をもって足を運んで経験する
2023/4/29 11:09,1726828,24023753,どんなことをするときでも、やると決めたら楽しむ。,どうせやるなら、しんどいよりも楽しく行う。,何かを必死に行っていたら疑問を持たない。,何事につけても、一つ一つのことに対して一生懸命に行う。,好奇心をもって多くの現場にいくことで多くの経験をすることができるので、アルバイトやインターンを活用。
2023/4/29 11:08,1726823,37022002,やると決めたら楽しむ,自分が努力したりしない限り得られないから、一つ一つの仕事は全て真剣勝負,弁護士の仕事は第三者的に全力を尽くすことであり、将来を見据えて何がいいかを考えなければないらない。,一度の大きな成功で自分が役に立てることが実感でき次に繋げられる。,自分の委任状の重さと依頼者の委任状の重さは全然違うため聞かれる前に連絡をする。
2023/4/29 11:07,1726822,23022528,勉強も楽しんですることが大事,自分のペースをもつ,勉強したことが実務でそのままでてこない,職場で学べることが大事,努力しないと何も得ることができない
2023/4/29 11:04,1726816,25023500,大学卒業した後でも何か熱中できるものがあれば成功できるかもしれない,目の前のいただいた仕事をコツコツこなす,自分のペースで勉強したから2回目の試験は白紙提出,大学卒業後MasteryforServiceが大切だと実感,卒業後にすぐ結婚。すごいと思った。
